Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-05,8446.6201171875,8457.3896484375,8421.0498046875,8434.6796875,2316710000,0,0
2019-11-06,8426.5703125,8426.5703125,8379.330078125,8410.6298828125,2332650000,0,0
2019-11-07,8455.1103515625,8483.16015625,8415.8701171875,8434.51953125,2393950000,0,0
2019-11-08,8422.669921875,8475.5703125,8405.8896484375,8475.3095703125,1974190000,0,0
2019-11-11,8431.259765625,8467.2900390625,8425.48046875,8464.2802734375,1715470000,0,0
2019-11-12,8471.0703125,8514.83984375,8462.990234375,8486.08984375,1987820000,0,0
2019-11-13,8455.01953125,8496.900390625,8451.33984375,8482.099609375,2173320000,0,0
2019-11-14,8461.0595703125,8485.3603515625,8441.580078125,8479.01953125,2106550000,0,0
2019-11-15,8524.48046875,8540.830078125,8506.7998046875,8540.830078125,2188210000,0,0
2019-11-18,8529.16015625,8559.7802734375,8503.6201171875,8549.9404296875,2047240000,0,0
2019-11-19,8578.01953125,8589.759765625,8536.73046875,8570.66015625,2075000000,0,0
2019-11-20,8543.5703125,8578.26953125,8468.6298828125,8526.73046875,2596030000,0,0
2019-11-21,8527.8701171875,8530.73046875,8487.2900390625,8506.2099609375,2056230000,0,0
2019-11-22,8530.5400390625,8535.4599609375,8477.490234375,8519.8798828125,1877090000,0,0
2019-11-25,8559.650390625,8633.150390625,8559.650390625,8632.490234375,2256070000,0,0
2019-11-26,8635.400390625,8659.73046875,8625.6201171875,8647.9296875,2434570000,0,0
2019-11-27,8669.58984375,8705.91015625,8662.580078125,8705.1796875,1744580000,0,0
2019-11-29,8682.009765625,8697.3203125,8664.0400390625,8665.4697265625,1099090000,0,0
2019-12-02,8672.83984375,8672.83984375,8540.16015625,8567.990234375,2225940000,0,0
2019-12-03,8460.7197265625,8523.98046875,8435.400390625,8520.6396484375,2308600000,0,0
2019-12-04,8557.4501953125,8584.8798828125,8552.3798828125,8566.669921875,2150680000,0,0
2019-12-05,8587.9296875,8588.8896484375,8541.919921875,8570.7001953125,2123380000,0,0
2019-12-06,8634.25,8665.4404296875,8630.580078125,8656.5302734375,2053530000,0,0
2019-12-09,8650.8603515625,8678.849609375,8619.76953125,8621.830078125,2088520000,0,0
2019-12-10,8623.5595703125,8650.759765625,8600.8203125,8616.1796875,2053390000,0,0
2019-12-11,8631.1201171875,8658.48046875,8622.3603515625,8654.0498046875,1937850000,0,0
2019-12-12,8645.3603515625,8745.8203125,8633.599609375,8717.3203125,2388270000,0,0
2019-12-13,8713.91015625,8768.8701171875,8697.580078125,8734.8798828125,2188720000,0,0
2019-12-16,8791.3095703125,8833.4501953125,8789.76953125,8814.23046875,2346290000,0,0
2019-12-17,8829.4697265625,8831.990234375,8804.599609375,8823.3603515625,2374120000,0,0
2019-12-18,8834.650390625,8848.759765625,8820.419921875,8827.740234375,2727870000,0,0
2019-12-19,8838.9697265625,8888.1298828125,8838.9697265625,8887.2197265625,2415950000,0,0
2019-12-20,8911.83984375,8931.91015625,8901.8701171875,8924.9599609375,3825460000,0,0
2019-12-23,8950.2001953125,8956.6396484375,8934.5498046875,8945.650390625,2025450000,0,0
2019-12-24,8955.009765625,8957.1201171875,8934.3603515625,8952.8798828125,1014520000,0,0
2019-12-26,8970.2099609375,9022.4599609375,8968.4599609375,9022.3896484375,1634920000,0,0
2019-12-27,9049.4697265625,9052.0,8987.3203125,9006.6201171875,1832200000,0,0
2019-12-30,9004.4501953125,9006.3603515625,8909.1904296875,8945.990234375,2042420000,0,0
2019-12-31,8918.740234375,8975.3603515625,8912.76953125,8972.599609375,2182800000,0,0
2020-01-02,9039.4599609375,9093.4296875,9010.8896484375,9092.1904296875,2848370000,0,0
2020-01-03,8976.4296875,9065.759765625,8976.4296875,9020.76953125,2567400000,0,0
2020-01-06,8943.5,9072.41015625,8943.5,9071.4697265625,2788120000,0,0
2020-01-07,9076.6396484375,9091.9296875,9042.5498046875,9068.580078125,2352850000,0,0
2020-01-08,9068.0302734375,9168.8896484375,9059.3798828125,9129.240234375,2464090000,0,0
2020-01-09,9202.26953125,9215.9501953125,9158.5,9203.4296875,2534700000,0,0
2020-01-10,9232.9501953125,9235.2001953125,9164.66015625,9178.8603515625,2378990000,0,0
2020-01-13,9213.7197265625,9274.490234375,9193.0595703125,9273.9296875,2530270000,0,0
2020-01-14,9270.6103515625,9298.330078125,9226.490234375,9251.330078125,2542170000,0,0
2020-01-15,9253.759765625,9298.8203125,9231.1396484375,9258.7001953125,2435650000,0,0
2020-01-16,9313.4501953125,9357.919921875,9301.3203125,9357.1298828125,2301400000,0,0
2020-01-17,9392.3701171875,9393.48046875,9346.8095703125,9388.9404296875,2522670000,0,0
2020-01-21,9361.0703125,9397.580078125,9350.2001953125,9370.8095703125,2684540000,0,0
2020-01-22,9413.6103515625,9439.2900390625,9375.1298828125,9383.76953125,2449390000,0,0
2020-01-23,9377.7197265625,9409.2001953125,9334.1298828125,9402.48046875,2460050000,0,0
2020-01-24,9446.2099609375,9451.4296875,9273.23046875,9314.91015625,2611710000,0,0
2020-01-27,9092.4599609375,9185.4501953125,9088.0400390625,9139.3095703125,2583330000,0,0
2020-01-28,9201.8203125,9288.8701171875,9182.330078125,9269.6796875,2157830000,0,0
2020-01-29,9318.259765625,9329.1201171875,9249.0400390625,9275.16015625,2223480000,0,0
2020-01-30,9211.150390625,9303.0,9185.1796875,9298.9296875,2333500000,0,0
2020-01-31,9324.330078125,9324.7998046875,9123.2197265625,9150.9404296875,2685840000,0,0
2020-02-03,9190.7197265625,9299.849609375,9188.5498046875,9273.400390625,2420510000,0,0
2020-02-04,9398.3896484375,9485.3798828125,9374.0498046875,9467.9697265625,2445420000,0,0
2020-02-05,9574.099609375,9574.9404296875,9454.9296875,9508.6796875,2462470000,0,0
2020-02-06,9540.98046875,9575.66015625,9505.6796875,9572.150390625,2267300000,0,0
2020-02-07,9526.6396484375,9570.08984375,9496.5302734375,9520.509765625,2238670000,0,0
2020-02-10,9493.6298828125,9628.66015625,9493.6298828125,9628.3896484375,2179310000,0,0
2020-02-11,9680.8896484375,9714.740234375,9617.2099609375,9638.9404296875,2423670000,0,0
2020-02-12,9688.599609375,9728.76953125,9666.6904296875,9725.9599609375,2355000000,0,0
2020-02-13,9657.0400390625,9748.3203125,9650.01953125,9711.9697265625,2239270000,0,0
2020-02-14,9728.900390625,9746.3603515625,9693.0498046875,9731.1796875,2222240000,0,0
2020-02-18,9679.0400390625,9747.6796875,9675.7998046875,9732.740234375,2273460000,0,0
2020-02-19,9782.8095703125,9838.3701171875,9777.099609375,9817.1796875,2462530000,0,0
2020-02-20,9799.2001953125,9820.8603515625,9636.9404296875,9750.9697265625,2735610000,0,0
2020-02-21,9708.009765625,9715.9501953125,9542.330078125,9576.58984375,2743010000,0,0
2020-02-24,9188.4404296875,9322.8798828125,9166.009765625,9221.2802734375,3177000000,0,0
2020-02-25,9301.2001953125,9315.259765625,8940.490234375,8965.6103515625,3583400000,0,0
2020-02-26,9011.5498046875,9148.3203125,8927.7998046875,8980.7802734375,3567830000,0,0
2020-02-27,8744.0302734375,8904.1103515625,8562.0498046875,8566.48046875,4536080000,0,0
2020-02-28,8269.740234375,8591.8203125,8264.16015625,8567.3701171875,5301170000,0,0
2020-03-02,8667.1396484375,8952.8095703125,8543.349609375,8952.169921875,4232760000,0,0
2020-03-03,8965.099609375,9070.3203125,8602.8896484375,8684.08984375,4336700000,0,0
2020-03-04,8834.099609375,9019.9599609375,8757.66015625,9018.08984375,3602870000,0,0
2020-03-05,8790.08984375,8921.080078125,8677.3896484375,8738.58984375,3748090000,0,0
2020-03-06,8469.01953125,8612.3603515625,8375.1298828125,8575.6201171875,4279850000,0,0
2020-03-09,7957.93017578125,8243.3095703125,7943.16015625,7950.68017578125,4530350000,0,0
2020-03-10,8219.759765625,8347.400390625,7930.43017578125,8344.25,4431930000,0,0
2020-03-11,8136.25,8181.35986328125,7850.9501953125,7952.0498046875,4273890000,0,0
2020-03-12,7398.580078125,7712.330078125,7194.669921875,7201.7998046875,5066530000,0,0
2020-03-13,7610.39013671875,7875.93017578125,7219.08984375,7874.8798828125,4685890000,0,0
2020-03-16,7392.72998046875,7422.2001953125,6882.85986328125,6904.58984375,4594360000,0,0
2020-03-17,7072.0,7406.22998046875,6828.91015625,7334.77978515625,4900000000,0,0
2020-03-18,6902.31982421875,7182.830078125,6686.35986328125,6989.83984375,4890820000,0,0
2020-03-19,6996.4501953125,7341.3798828125,6858.3798828125,7150.580078125,4762170000,0,0
2020-03-20,7248.06982421875,7354.43994140625,6854.669921875,6879.52001953125,5239940000,0,0
2020-03-23,6847.27978515625,6984.93994140625,6631.419921875,6860.669921875,4330610000,0,0
2020-03-24,7196.14990234375,7418.3701171875,7169.85986328125,7417.85986328125,4417380000,0,0
2020-03-25,7421.35986328125,7671.2099609375,7276.39990234375,7384.2998046875,4666440000,0,0
2020-03-26,7462.2099609375,7809.830078125,7462.2099609375,7797.5400390625,3999850000,0,0
2020-03-27,7554.25,7716.240234375,7491.14013671875,7502.3798828125,3977010000,0,0
2020-03-30,7583.4599609375,7784.35009765625,7539.97021484375,7774.14990234375,3846900000,0,0
2020-03-31,7740.06005859375,7880.31005859375,7642.85986328125,7700.10009765625,4059700000,0,0
2020-04-01,7459.5,7566.3701171875,7301.97998046875,7360.580078125,3685510000,0,0
2020-04-02,7317.4501953125,7501.7001953125,7307.9501953125,7487.31005859375,3608190000,0,0
2020-04-03,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,3279100000,0,0
2020-04-06,7660.169921875,7938.330078125,7617.7900390625,7913.240234375,3849100000,0,0
2020-04-07,8129.990234375,8146.43017578125,7881.22021484375,7887.259765625,4069410000,0,0
2020-04-08,7975.72021484375,8114.43017578125,7901.93994140625,8090.89990234375,3470730000,0,0
2020-04-09,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,4123670000,0,0
2020-04-13,8127.68994140625,8200.4404296875,8035.9501953125,8192.419921875,3146860000,0,0
2020-04-14,8353.2099609375,8531.1103515625,8338.080078125,8515.740234375,3732820000,0,0
2020-04-15,8355.9599609375,8464.66015625,8308.7900390625,8393.1796875,3333750000,0,0
2020-04-16,8479.1103515625,8560.16015625,8393.26953125,8532.3603515625,3995870000,0,0
2020-04-17,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,4335020000,0,0
2020-04-20,8553.3798828125,8684.91015625,8553.3798828125,8560.73046875,3796950000,0,0
2020-04-21,8460.6904296875,8480.2900390625,8215.6904296875,8263.23046875,3756290000,0,0
2020-04-22,8434.5498046875,8537.3095703125,8404.5400390625,8495.3798828125,3025060000,0,0
2020-04-23,8528.83984375,8635.23046875,8475.2001953125,8494.75,3734720000,0,0
2020-04-24,8530.080078125,8642.9296875,8464.419921875,8634.51953125,3673170000,0,0
2020-04-27,8717.98046875,8754.5703125,8697.3701171875,8730.16015625,3678460000,0,0
2020-04-28,8825.6904296875,8830.5703125,8600.7001953125,8607.73046875,3707540000,0,0
2020-04-29,8802.7001953125,8957.26953125,8765.009765625,8914.7099609375,4378540000,0,0
2020-04-30,8911.01953125,8926.1103515625,8825.830078125,8889.5498046875,4316380000,0,0
2020-05-01,8681.2900390625,8754.4599609375,8566.83984375,8604.9501953125,3722520000,0,0
2020-05-04,8555.3203125,8715.8203125,8537.830078125,8710.7099609375,3422150000,0,0
2020-05-05,8809.66015625,8909.9599609375,8781.3095703125,8809.1201171875,3913360000,0,0
2020-05-06,8874.7001953125,8933.25,8819.3701171875,8854.3896484375,3620030000,0,0
2020-05-07,8973.7802734375,9015.990234375,8932.8603515625,8979.66015625,3762070000,0,0
2020-05-08,9056.8896484375,9125.98046875,9018.2099609375,9121.3203125,3777340000,0,0
2020-05-11,9054.91015625,9241.919921875,9053.169921875,9192.33984375,3898690000,0,0
2020-05-12,9225.150390625,9250.9599609375,9000.0703125,9002.5498046875,4315070000,0,0
2020-05-13,9006.0498046875,9074.16015625,8752.6796875,8863.169921875,4244110000,0,0
2020-05-14,8788.0400390625,8945.7099609375,8705.25,8943.7197265625,3945080000,0,0
2020-05-15,8839.990234375,9018.400390625,8821.3798828125,9014.5595703125,4221500000,0,0
2020-05-18,9177.150390625,9267.2197265625,9154.349609375,9234.830078125,4318310000,0,0
2020-05-19,9227.4599609375,9317.25,9183.25,9185.099609375,4144770000,0,0
2020-05-20,9305.6201171875,9392.8203125,9304.2001953125,9375.7802734375,4292470000,0,0
2020-05-21,9375.1904296875,9405.25,9254.849609375,9284.8798828125,3725950000,0,0
2020-05-22,9278.5498046875,9328.2802734375,9239.41015625,9324.58984375,3641830000,0,0
2020-05-26,9501.2099609375,9501.2099609375,9333.16015625,9340.2197265625,4432310000,0,0
2020-05-27,9346.1201171875,9414.6201171875,9144.2802734375,9412.3603515625,4462450000,0,0
2020-05-28,9392.990234375,9523.6396484375,9345.2802734375,9368.990234375,4064220000,0,0
2020-05-29,9382.349609375,9505.5498046875,9324.73046875,9489.8701171875,4710060000,0,0
2020-06-01,9471.419921875,9571.2802734375,9462.3203125,9552.0498046875,3824770000,0,0
2020-06-02,9566.5302734375,9611.2197265625,9472.080078125,9608.3798828125,3962460000,0,0
2020-06-03,9651.8603515625,9707.7802734375,9627.169921875,9682.91015625,4638380000,0,0
2020-06-04,9649.650390625,9716.1396484375,9560.41015625,9615.8095703125,6074320000,0,0
2020-06-05,9703.5400390625,9845.6904296875,9685.349609375,9814.080078125,6572850000,0,0
2020-06-08,9823.4404296875,9927.1298828125,9780.6103515625,9924.75,6143120000,0,0
2020-06-09,9867.1904296875,10002.5,9863.26953125,9953.75,5281860000,0,0
2020-06-10,10012.3203125,10086.8896484375,9962.580078125,10020.349609375,5128400000,0,0
2020-06-11,9791.240234375,9868.080078125,9491.3095703125,9492.73046875,5271000000,0,0
2020-06-12,9715.8701171875,9768.6396484375,9413.6201171875,9588.8095703125,4366190000,0,0
2020-06-15,9426.900390625,9756.0703125,9403.0,9726.01953125,4440650000,0,0
2020-06-16,9949.7802734375,9963.6298828125,9748.3798828125,9895.8701171875,4639860000,0,0
2020-06-17,9943.3095703125,9991.2099609375,9891.8095703125,9910.5302734375,4249680000,0,0
2020-06-18,9892.48046875,9959.2001953125,9885.66015625,9943.0498046875,4294740000,0,0
2020-06-19,10042.1298828125,10053.91015625,9872.9404296875,9946.1201171875,6068130000,0,0
2020-06-22,9945.490234375,10059.6103515625,9916.599609375,10056.48046875,4468000000,0,0
2020-06-23,10130.830078125,10221.849609375,10112.4404296875,10131.3701171875,5712450000,0,0
2020-06-24,10092.919921875,10137.5,9842.2197265625,9909.169921875,5549440000,0,0
2020-06-25,9899.3603515625,10023.2802734375,9810.4697265625,10017.0,4709620000,0,0
2020-06-26,9995.1201171875,10000.669921875,9749.0703125,9757.2197265625,7279230000,0,0
2020-06-29,9771.7197265625,9877.33984375,9663.6103515625,9874.150390625,4306120000,0,0
2020-06-30,9875.2900390625,10085.58984375,9863.669921875,10058.76953125,4474000000,0,0
2020-07-01,10063.669921875,10197.1904296875,10048.0400390625,10154.6298828125,4595970000,0,0
2020-07-02,10268.669921875,10310.3603515625,10194.0595703125,10207.6298828125,4017530000,0,0
2020-07-06,10360.3798828125,10462.0498046875,10354.98046875,10433.650390625,4529480000,0,0
2020-07-07,10412.4599609375,10518.98046875,10337.98046875,10343.8896484375,4314110000,0,0
2020-07-08,10409.349609375,10494.6298828125,10350.9599609375,10492.5,3999180000,0,0
2020-07-09,10563.7197265625,10578.099609375,10379.91015625,10547.75,3992920000,0,0
2020-07-10,10545.91015625,10622.349609375,10447.009765625,10617.4404296875,3509810000,0,0
2020-07-13,10729.919921875,10824.7802734375,10368.0400390625,10390.83984375,4822050000,0,0
2020-07-14,10310.25,10497.830078125,10182.4599609375,10488.580078125,4419480000,0,0
2020-07-15,10576.7197265625,10604.669921875,10420.5400390625,10550.490234375,4610540000,0,0
2020-07-16,10443.8701171875,10499.7900390625,10364.3896484375,10473.830078125,4237290000,0,0
2020-07-17,10500.51953125,10532.6201171875,10421.2099609375,10503.1904296875,4334280000,0,0
2020-07-20,10526.01953125,10783.7998046875,10488.0400390625,10767.08984375,4274340000,0,0
2020-07-21,10837.8798828125,10839.9296875,10650.4599609375,10680.3603515625,5311750000,0,0
2020-07-22,10687.580078125,10745.3203125,10627.4501953125,10706.1298828125,4074020000,0,0
2020-07-23,10689.5,10728.1201171875,10407.8701171875,10461.419921875,4469470000,0,0
2020-07-24,10294.41015625,10418.75,10217.3095703125,10363.1796875,4205330000,0,0
2020-07-27,10421.7001953125,10546.4404296875,10399.8603515625,10536.26953125,4209900000,0,0
2020-07-28,10509.2001953125,10523.6396484375,10397.8701171875,10402.08984375,3869230000,0,0
2020-07-29,10474.7001953125,10567.91015625,10464.0,10542.9404296875,3970900000,0,0
2020-07-30,10450.1201171875,10609.58984375,10412.08984375,10587.8095703125,4135200000,0,0
2020-07-31,10741.4697265625,10747.7998046875,10557.7001953125,10745.26953125,4418390000,0,0
2020-08-03,10848.6396484375,10927.5595703125,10831.150390625,10902.7998046875,4173600000,0,0
2020-08-04,10897.8896484375,10941.91015625,10852.900390625,10941.169921875,3973570000,0,0
2020-08-05,10967.8701171875,11002.1103515625,10943.7197265625,10998.400390625,4119550000,0,0
2020-08-06,10989.98046875,11121.1904296875,10963.41015625,11108.0703125,4086290000,0,0
2020-08-07,11072.5302734375,11126.0400390625,10920.3701171875,11010.98046875,4230720000,0,0
2020-08-10,11033.73046875,11040.240234375,10849.4599609375,10968.3603515625,4018530000,0,0
2020-08-11,10942.66015625,10989.419921875,10762.7099609375,10782.8203125,4303980000,0,0
2020-08-12,10878.1201171875,11036.7197265625,10877.16015625,11012.240234375,3716840000,0,0
2020-08-13,11026.8603515625,11124.849609375,11007.5,11042.5,3444140000,0,0
2020-08-14,11042.240234375,11058.4404296875,10972.0595703125,11019.2998046875,3491320000,0,0
2020-08-17,11083.25,11144.5302734375,11080.2998046875,11129.73046875,3193160000,0,0
2020-08-18,11170.75,11230.6201171875,11103.830078125,11210.83984375,3199470000,0,0
2020-08-19,11214.7998046875,11257.419921875,11132.099609375,11146.4599609375,3467890000,0,0
2020-08-20,11096.400390625,11283.6201171875,11090.0302734375,11264.9501953125,4170980000,0,0
2020-08-21,11258.4404296875,11326.2099609375,11245.4404296875,11311.7998046875,3905670000,0,0
2020-08-24,11449.25,11462.0498046875,11297.5302734375,11379.7197265625,3885880000,0,0
2020-08-25,11370.23046875,11468.259765625,11343.0400390625,11466.4697265625,3454500000,0,0
2020-08-26,11516.6201171875,11672.0498046875,11507.4599609375,11665.0595703125,3441550000,0,0
2020-08-27,11688.1904296875,11730.009765625,11551.009765625,11625.33984375,3535800000,0,0
2020-08-28,11689.2802734375,11708.76953125,11634.76953125,11695.6298828125,2997810000,0,0
2020-08-31,11718.8095703125,11829.83984375,11697.419921875,11775.4599609375,3596980000,0,0
2020-09-01,11850.9599609375,11945.7197265625,11794.7802734375,11939.669921875,3480780000,0,0
2020-09-02,12047.259765625,12074.0595703125,11836.1796875,12056.4404296875,3966140000,0,0
2020-09-03,11861.900390625,11894.400390625,11361.3603515625,11458.099609375,4437500000,0,0
2020-09-04,11396.240234375,11531.1796875,10875.8701171875,11313.1298828125,4269190000,0,0
2020-09-08,10900.7001953125,11131.5,10837.2001953125,10847.6904296875,3872230000,0,0
2020-09-09,11064.759765625,11217.6904296875,10970.4501953125,11141.5595703125,3531780000,0,0
2020-09-10,11235.5302734375,11299.5302734375,10875.01953125,10919.58984375,3814100000,0,0
2020-09-11,11010.0703125,11033.0400390625,10728.0302734375,10853.5498046875,3609190000,0,0
2020-09-14,11010.1396484375,11118.2900390625,10982.259765625,11056.650390625,3716820000,0,0
2020-09-15,11193.9599609375,11244.4599609375,11127.98046875,11190.3203125,3772820000,0,0
2020-09-16,11222.080078125,11245.419921875,11046.4296875,11050.4697265625,3661710000,0,0
2020-09-17,10796.0498046875,10974.4501953125,10783.8095703125,10910.2802734375,3726750000,0,0
2020-09-18,10973.4501953125,10977.6796875,10639.9501953125,10793.2802734375,5745690000,0,0
2020-09-21,10610.1396484375,10782.740234375,10519.490234375,10778.7998046875,3885200000,0,0
2020-09-22,10873.2998046875,10979.650390625,10737.51953125,10963.6396484375,3492020000,0,0
2020-09-23,10950.8203125,10962.0302734375,10612.91015625,10632.990234375,4074600000,0,0
2020-09-24,10551.01953125,10799.5498046875,10520.2197265625,10672.26953125,4080730000,0,0
2020-09-25,10680.4599609375,10939.5498046875,10639.98046875,10913.5595703125,3767230000,0,0
2020-09-28,11084.3798828125,11120.7900390625,11019.1396484375,11117.5302734375,3562900000,0,0
2020-09-29,11109.0,11153.23046875,11065.6298828125,11085.25,3363870000,0,0
2020-09-30,11092.900390625,11277.9599609375,11092.900390625,11167.509765625,4228200000,0,0
2020-10-01,11291.990234375,11344.1298828125,11240.5302734375,11326.509765625,3978100000,0,0
2020-10-02,11082.5302734375,11244.8701171875,11033.6904296875,11075.01953125,3715090000,0,0
2020-10-05,11169.1103515625,11335.2099609375,11162.51953125,11332.490234375,3597940000,0,0
2020-10-06,11314.5302734375,11392.41015625,11124.4501953125,11154.599609375,4360550000,0,0
2020-10-07,11271.6796875,11380.5595703125,11258.349609375,11364.599609375,3891460000,0,0
2020-10-08,11443.349609375,11448.23046875,11384.330078125,11420.98046875,3486530000,0,0
2020-10-09,11487.599609375,11581.23046875,11476.66015625,11579.9404296875,3475620000,0,0
2020-10-12,11732.330078125,11965.5400390625,11704.1298828125,11876.259765625,3862990000,0,0
2020-10-13,11901.759765625,11946.98046875,11821.830078125,11863.900390625,3607730000,0,0
2020-10-14,11889.0703125,11939.919921875,11714.349609375,11768.73046875,3393010000,0,0
2020-10-15,11559.8798828125,11740.6796875,11559.099609375,11713.8701171875,3304490000,0,0
2020-10-16,11761.830078125,11827.419921875,11648.5302734375,11671.5595703125,3156270000,0,0
2020-10-19,11732.33984375,11778.1103515625,11454.5703125,11478.8798828125,3455430000,0,0
2020-10-20,11531.830078125,11632.8896484375,11471.23046875,11516.490234375,3483200000,0,0
2020-10-21,11530.3896484375,11613.7900390625,11476.080078125,11484.6904296875,3445520000,0,0
2020-10-22,11526.9697265625,11548.76953125,11369.2900390625,11506.009765625,3414590000,0,0
2020-10-23,11536.009765625,11548.849609375,11434.8603515625,11548.2802734375,3134240000,0,0
2020-10-26,11440.6396484375,11545.6298828125,11221.0595703125,11358.9404296875,3186950000,0,0
2020-10-27,11409.33984375,11465.0595703125,11361.8603515625,11431.349609375,3079530000,0,0
2020-10-28,11230.900390625,11249.9501953125,10999.0703125,11004.8701171875,3912580000,0,0
2020-10-29,11064.4697265625,11287.6298828125,11030.1904296875,11185.58984375,3222460000,0,0
2020-10-30,11103.4697265625,11129.8095703125,10822.5703125,10911.58984375,3662840000,0,0
2020-11-02,11010.4501953125,11071.080078125,10830.9501953125,10957.6103515625,3196720000,0,0
2020-11-03,11038.66015625,11213.919921875,11004.83984375,11160.5703125,3190710000,0,0
2020-11-04,11443.76953125,11663.3095703125,11394.2099609375,11590.7802734375,3606820000,0,0
2020-11-05,11816.330078125,11924.2802734375,11784.150390625,11890.9296875,3823380000,0,0
2020-11-06,11869.900390625,11920.5400390625,11737.1298828125,11895.23046875,4156030000,0,0
2020-11-09,12046.66015625,12108.0703125,11703.490234375,11713.7802734375,5823620000,0,0
2020-11-10,11622.4404296875,11665.8701171875,11424.6103515625,11553.8603515625,4712950000,0,0
2020-11-11,11656.650390625,11793.5703125,11638.900390625,11786.4296875,3823270000,0,0
2020-11-12,11802.5,11847.83984375,11666.3701171875,11709.58984375,3862690000,0,0
2020-11-13,11794.9404296875,11849.7900390625,11715.51953125,11829.2900390625,3640680000,0,0
2020-11-16,11847.1103515625,11937.7197265625,11814.8896484375,11924.1298828125,4138920000,0,0
2020-11-17,11913.349609375,11950.1796875,11852.41015625,11899.33984375,4122770000,0,0
2020-11-18,11896.0595703125,11942.490234375,11799.9599609375,11801.599609375,4699160000,0,0
2020-11-19,11779.0400390625,11912.6298828125,11760.98046875,11904.7099609375,5322580000,0,0
2020-11-20,11892.7001953125,11935.4697265625,11852.509765625,11854.9697265625,5319340000,0,0
2020-11-23,11916.759765625,11949.330078125,11796.5302734375,11880.6298828125,5360830000,0,0
2020-11-24,11939.330078125,12049.8798828125,11863.4501953125,12036.7900390625,6277790000,0,0
2020-11-25,12053.8896484375,12114.76953125,12020.9501953125,12094.400390625,4425030000,0,0
2020-11-27,12159.1796875,12236.23046875,12154.5703125,12205.849609375,3401890000,0,0
2020-11-30,12224.25,12244.650390625,12027.16015625,12198.740234375,7693430000,0,0
2020-12-01,12313.3603515625,12405.7900390625,12263.9296875,12355.1103515625,6467180000,0,0
2020-12-02,12285.75,12360.0595703125,12217.349609375,12349.3701171875,5150820000,0,0
2020-12-03,12369.259765625,12439.01953125,12356.990234375,12377.1796875,5182100000,0,0
2020-12-04,12399.3203125,12464.23046875,12376.4404296875,12464.23046875,5044210000,0,0
2020-12-07,12461.0,12536.23046875,12460.5498046875,12519.9501953125,4741690000,0,0
2020-12-08,12503.169921875,12594.5400390625,12453.2099609375,12582.76953125,4758170000,0,0
2020-12-09,12591.6904296875,12607.1396484375,12290.7802734375,12338.9501953125,5131720000,0,0
2020-12-10,12247.5498046875,12431.5595703125,12214.740234375,12405.8095703125,4470060000,0,0
2020-12-11,12336.7900390625,12383.5,12246.76953125,12377.8701171875,4268140000,0,0
2020-12-14,12447.4404296875,12543.0,12432.7099609375,12440.0400390625,4458140000,0,0
2020-12-15,12543.259765625,12596.1298828125,12465.419921875,12595.0595703125,4377950000,0,0
2020-12-16,12611.0400390625,12687.3203125,12566.3798828125,12658.1904296875,4561600000,0,0
2020-12-17,12730.7802734375,12765.25,12696.349609375,12764.75,4994090000,0,0
2020-12-18,12804.9296875,12809.599609375,12654.599609375,12755.6396484375,7088670000,0,0
2020-12-21,12596.1396484375,12751.26953125,12525.2197265625,12742.51953125,5156470000,0,0
2020-12-22,12785.2197265625,12840.5703125,12695.3095703125,12807.919921875,5700760000,0,0
2020-12-23,12834.9404296875,12841.919921875,12758.669921875,12771.1103515625,7028650000,0,0
2020-12-24,12791.5400390625,12833.5498046875,12767.6396484375,12804.73046875,3305950000,0,0
2020-12-28,12914.6396484375,12930.8896484375,12827.4501953125,12899.419921875,5076340000,0,0
2020-12-29,12965.3896484375,12973.330078125,12821.9599609375,12850.2197265625,4680780000,0,0
2020-12-30,12906.509765625,12924.9296875,12857.759765625,12870.0,5292210000,0,0
2020-12-31,12877.08984375,12902.0703125,12821.23046875,12888.2802734375,4771390000,0,0
2021-01-04,12958.51953125,12958.7197265625,12543.240234375,12698.4501953125,6546740000,0,0
2021-01-05,12665.650390625,12828.26953125,12665.650390625,12818.9599609375,6904420000,0,0
2021-01-06,12666.150390625,12909.6298828125,12649.990234375,12740.7900390625,7648340000,0,0
2021-01-07,12867.33984375,13090.91015625,12867.33984375,13067.48046875,6777010000,0,0
2021-01-08,13160.2197265625,13208.08984375,13036.5498046875,13201.98046875,7223660000,0,0
2021-01-11,13048.7802734375,13138.26953125,12999.509765625,13036.4296875,6876420000,0,0
2021-01-12,13062.0595703125,13105.0400390625,12963.919921875,13072.4296875,7181380000,0,0
2021-01-13,13088.009765625,13171.150390625,13051.0595703125,13128.9501953125,7072920000,0,0
2021-01-14,13174.75,13220.16015625,13098.41015625,13112.6396484375,6671090000,0,0
2021-01-15,13099.900390625,13139.830078125,12949.759765625,12998.5,6402970000,0,0
2021-01-19,13132.73046875,13206.8603515625,13078.7001953125,13197.1796875,6229100000,0,0
2021-01-20,13342.5498046875,13486.1298828125,13329.76953125,13457.25,6771630000,0,0
2021-01-21,13521.48046875,13560.349609375,13454.0703125,13530.91015625,7183390000,0,0
